ID,Type,UGS,"GTIN, UPC, EAN ou ISBN",Nom,Publié,Mis en avant ?,Visibilité dans le catalogue,Description courte,Description,Date de début de promo,Date de fin de promo,État de la TVA,Classe de TVA,En stock ?,Stock,Montant de stock faible,Autoriser les commandes de produits en rupture ?,Vendre individuellement ?,Poids (g),Longueur (cm),Largeur (cm),Hauteur (cm),Autoriser les avis clients ?,Note de commande,Tarif promo,Tarif régulier,Catégories,Étiquettes,Classe d’expédition,Images,Limite de téléchargement,Jours d’expiration du téléchargement,Parent,Groupes de produits,Produits suggérés,Ventes croisées,URL externe,Libellé du bouton,Position,EAN,Marques
1809,simple,2091898237775.0,,Asad Lattafa100 ml Eau de Parfum,1,0,visible,"<h1><span style=""font-size: 75%;""><strong>Asad – Lattafa | La puissance noble d’un parfum oriental</strong></span></h1>\n<em>Un parfum captivant et raffiné qui incarne la force et l’élégance.</em>\n\nAsad – Lattafa est un parfum oriental intense aux notes boisées, épicées et musquées. Découvrez cette fragrance puissante et sophistiquée sur FrenchAvenue.fr.","<div class=""markdown markdown-main-panel"" dir=""ltr"" style=""--animation-duration: 600ms; clear: none; columns: auto; cursor: auto; direction: ltr; filter: none; flex: 01auto; float: none; font: 16px/24px;"">\n<h1><span style=""font-size: 75%;""><strong>Asad – Lattafa | La puissance noble d’un parfum oriental</strong></span></h1>\n<em>Un parfum captivant et raffiné qui incarne la force et l’élégance.</em>\n\nAsad – Lattafa est un parfum oriental intense aux notes boisées, épicées et musquées. Découvrez cette fragrance puissante et sophistiquée sur FrenchAvenue.fr.\n\n<hr />\n\n<h2><strong>Asad – Une signature olfactive au cœur de l’Orient</strong></h2>\n<strong>Asad – Lattafa</strong> évoque la majesté du lion, symbole de puissance et de noblesse.\nCette fragrance mixte se déploie avec force et raffinement, mêlant des accords boisés et épicés qui captivent les sens.\nUn parfum qui allie intensité et élégance, parfait pour ceux qui souhaitent affirmer leur présence avec distinction.\n\n<hr />\n\n<h2><strong>Une composition olfactive riche et équilibrée</strong></h2>\n<h3><strong>Notes de tête</strong></h3>\nCitron, cardamome\nUne ouverture fraîche et épicée qui stimule et invite à la découverte.\n<h3><strong>Notes de cœur</strong></h3>\nCèdre, safran\nLe cœur révèle une alliance chaleureuse et boisée, sublimée par la richesse du safran.\n<h3><strong>Notes de fond</strong></h3>\nAmbre, musc, bois de oud\nLe fond profond et sensuel offre une longue tenue et un sillage enveloppant.\n\n<hr />\n\n<h2><strong>Pourquoi choisir Asad – Lattafa ?</strong></h2>\n<ul>\n 	<li>Parfum oriental mixte, puissant et sophistiqué</li>\n 	<li>Idéal pour les soirées et occasions spéciales</li>\n 	<li>Tenue longue durée et sillage intense</li>\n 	<li>Flacon élégant, reflet de la noblesse du parfum</li>\n</ul>\n\n<hr />\n\n<h2><strong>Asad – L’expression olfactive de la force et du raffinement</strong></h2>\nAvec <strong>Asad</strong>, incarnez la puissance tranquille et l’élégance naturelle.\nCette fragrance se distingue par son équilibre parfait entre fraîcheur, chaleur et intensité boisée.\nUn choix idéal pour une signature olfactive marquante et sophistiquée.\n\n<hr />\n\n<h2><strong>Commandez Asad – Lattafa sur FrenchAvenue.fr</strong></h2>\nRetrouvez dès maintenant <strong>Asad – Lattafa</strong> sur <em>FrenchAvenue.fr</em> pour enrichir votre collection de parfums d’exception.\nProfitez d’une livraison rapide et d’un service client à votre écoute pour un achat en toute confiance.\n\n</div>",,,none,taux-zero,1,5.0,,notify,0,750.0,,,,1,,,35,"PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS LATTAFA > PARFUMS HOMME LATTAFA, PARFUMS LATTAFA, PARFUMS LATTAFA > PARFUMS MIXTE LATTAFA",,,https://www.frenchavenue.fr/wp-content/uploads/2024/01/lattafa-parfum-asad.jpg,,,,,,,,,0,3000000018095.0,
1810,simple,2093660177913.0,,FAKHAR – WASAM de Lattafa -Mixte,1,0,visible,"<h1><span style=""font-size: 75%;""><strong>FAKHAR – WASAM de Lattafa | L’élégance mixte aux accents nobles</strong></span></h1>\n<em>Un parfum raffiné et équilibré qui incarne la fierté et la distinction.</em>\n\nFAKHAR – WASAM de Lattafa est un parfum mixte élégant aux notes boisées, florales et épicées. Découvrez cette fragrance unique sur FrenchAvenue.fr.","<h1><span style=""font-size: 75%;""><strong>FAKHAR – WASAM de Lattafa | L’élégance mixte aux accents nobles</strong></span></h1>\n<em>Un parfum raffiné et équilibré qui incarne la fierté et la distinction.</em>\n\nFAKHAR – WASAM de Lattafa est un parfum mixte élégant aux notes boisées, florales et épicées. Découvrez cette fragrance unique sur FrenchAvenue.fr.\n\n<hr />\n\n<h2><strong>FAKHAR – WASAM : Une symphonie olfactive pour tous</strong></h2>\n<strong>FAKHAR – WASAM de Lattafa</strong> s’impose comme une fragrance mixte d’exception, équilibrant avec finesse des notes boisées, épicées et florales.\nCe parfum révèle une élégance moderne, tout en célébrant la richesse des traditions orientales.\nIdéal pour ceux qui cherchent un parfum sophistiqué, capable d’accompagner toutes les occasions avec subtilité et assurance.\n\n<hr />\n\n<h2><strong>Une composition olfactive raffinée</strong></h2>\n<h3><strong>Notes de tête</strong></h3>\nBergamote, safran\nUn départ frais et épicé qui capte l’attention dès la première vaporisation.\n<h3><strong>Notes de cœur</strong></h3>\nRose, bois de oud\nLe cœur révèle la richesse florale et boisée, mêlant la douceur de la rose à l’intensité profonde du oud.\n<h3><strong>Notes de fond</strong></h3>\nCèdre, ambre, musc\nUn fond chaleureux et enveloppant, qui prolonge la tenue et l’impact de la fragrance.\n\n<hr />\n\n<h2><strong>Pourquoi choisir FAKHAR – WASAM de Lattafa ?</strong></h2>\n<ul>\n 	<li>Parfum mixte élégant, sophistiqué et intemporel</li>\n 	<li>Parfait pour un usage quotidien ou des occasions spéciales</li>\n 	<li>Tenue longue durée et sillage raffiné</li>\n 	<li>Flacon au design sobre et chic, reflet du caractère noble du parfum</li>\n</ul>\n\n<hr />\n\n<h2><strong>FAKHAR – WASAM, la fragrance de la fierté et du raffinement</strong></h2>\nAvec <strong>FAKHAR – WASAM</strong>, chaque instant devient une occasion de se distinguer avec élégance.\nCette fragrance célèbre la dualité entre force et douceur, tradition et modernité.\nUn choix parfait pour une signature olfactive qui affirme la personnalité avec subtilité.\n\n<hr />\n\n<h2><strong>Commandez FAKHAR – WASAM de Lattafa sur FrenchAvenue.fr</strong></h2>\nDisponible dès maintenant sur <em>FrenchAvenue.fr</em>, <strong>FAKHAR – WASAM de Lattafa</strong> est prêt à enrichir votre collection de parfums raffinés.\nBénéficiez d’une livraison rapide et d’un service client dédié pour un achat en toute confiance.",,,none,taux-zero,1,,,0,0,750.0,,,,0,,,35,"PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS LATTAFA > PARFUMS HOMME LATTAFA, PARFUMS LATTAFA, PARFUMS LATTAFA > PARFUMS MIXTE LATTAFA",,,https://www.frenchavenue.fr/wp-content/uploads/2024/01/527167d186647dc1dc14433967afc41c.jpg,,,,,,,,,0,3000000018101.0,
1811,simple,2014030552123.0,,Glacier Pour Homme 100ml EDP For Men,1,0,visible,"<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">La note de tête est Cardamome;</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">les notes de coeur sont Lavande et Iris;</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">les notes de fond sont Vanille, Notes orientales et Notes boisées.</p>","<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;""><strong style=""font-weight: 600; line-height: inherit;"">Maison Alhambra Parfume Glacier Pour Homme Eau de Parfum 100 ml</strong></p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Un parfum oriental intense et boisé</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Il fait partie de la gamme des parfums emblématiques purement masculins</p>",,,none,taux-zero,0,,,0,0,750.0,,,,1,,"19,9",35,"PARFUMS ALHAMBRA, PARFUMS HOMME ALHAMBRA",,,https://www.frenchavenue.fr/wp-content/uploads/2024/01/Glacier-Pour-Homme.jpg,,,,,,,,,0,3000000018118.0,
1812,simple,2078850360351.0,,Grise Maison Alhambra | Eau De Parfum 100ml |,1,0,visible,"<h1><span style=""font-size: 75%;""><strong>Grise – Maison Alhambra | L’élégance intemporelle d’un parfum gris</strong></span></h1>\n<em>Une fragrance mystérieuse et raffinée qui joue sur les nuances subtiles de l’ombre et de la lumière.</em>\n\nGrise – Maison Alhambra est un parfum féminin sophistiqué aux notes poudrées, florales et boisées. Découvrez cette fragrance élégante sur FrenchAvenue.fr.","<div dir=""ltr"">\n<h1><span style=""font-size: 75%;""><strong>Grise – Maison Alhambra | L’élégance intemporelle d’un parfum gris</strong></span></h1>\n<em>Une fragrance mystérieuse et raffinée qui joue sur les nuances subtiles de l’ombre et de la lumière.</em>\n\nGrise – Maison Alhambra est un parfum féminin sophistiqué aux notes poudrées, florales et boisées. Découvrez cette fragrance élégante sur FrenchAvenue.fr.\n\n<hr />\n\n<h2><strong>Grise – Une invitation à la douceur et à la profondeur</strong></h2>\n<strong>Grise – Maison Alhambra</strong> incarne l’équilibre subtil entre délicatesse et intensité.\nCette fragrance féminine explore les nuances grises, symboles d’élégance discrète et de mystère raffiné.\nUne composition poudrée et florale qui séduit par sa douceur enveloppante et sa tenue longue durée.\n\n<hr />\n\n<h2><strong>Une composition olfactive délicate et harmonieuse</strong></h2>\n<h3><strong>Notes de tête</strong></h3>\nAmande, bergamote\nUn départ frais et gourmand qui caresse les sens avec légèreté.\n<h3><strong>Notes de cœur</strong></h3>\nIris, jasmin, violette\nLe cœur révèle un bouquet floral poudré, d’une élégance rare, qui enveloppe la peau de sa délicatesse.\n<h3><strong>Notes de fond</strong></h3>\nCèdre, musc blanc, ambre\nLe fond boisé et musqué offre profondeur et chaleur, prolongeant la douceur du parfum.\n\n<hr />\n\n<h2><strong>Pourquoi choisir Grise – Maison Alhambra ?</strong></h2>\n<ul>\n 	<li>Parfum féminin poudré, floral et boisé</li>\n 	<li>Élégance discrète et tenue longue durée</li>\n 	<li>Flacon sobre et chic, parfait pour une collection raffinée</li>\n 	<li>Idéal pour le quotidien ou les occasions spéciales</li>\n</ul>\n\n<hr />\n\n<h2><strong>Grise – Une fragrance pour les femmes de caractère</strong></h2>\n<strong>Grise – Maison Alhambra</strong> s’adresse à celles qui aiment la subtilité et la nuance.\nCe parfum révèle une féminité moderne, à la fois douce et affirmée, qui ne cherche pas à imposer mais à séduire avec élégance.\nUn choix parfait pour une signature olfactive raffinée et intemporelle.\n\n<hr />\n\n<h2><strong>Commandez Grise – Maison Alhambra sur FrenchAvenue.fr</strong></h2>\nDisponible dès maintenant sur <em>FrenchAvenue.fr</em>, <strong>Grise – Maison Alhambra</strong> est prêt à devenir votre parfum incontournable.\nProfitez d’une livraison rapide et d’un service client attentif pour un achat en toute sérénité.\n\n</div>",,,none,taux-zero,1,,,0,0,750.0,,,,1,,,35,"PARFUMS ALHAMBRA, PARFUMS ALHAMBRA > PARFUMS FEMME ALHAMBRA",,,https://www.frenchavenue.fr/wp-content/uploads/2024/01/maison-alhambra–grise-100ml_baytik.jpg,,,,,,,,,0,3000000018125.0,
1813,simple,2086898873801.0,,Yaqeen 100ml De ASDAAF,-1,0,visible,,"<div class=""markdown markdown-main-panel"" dir=""ltr"" style=""--animation-duration:600ms;clear:none;columns:auto;cursor:auto;direction:ltr;filter:none;flex:01auto;float:none;font:16px/24px""></div>",,,none,,1,1.0,,notify,0,750.0,,,,1,,,35,PARFUMS FEMME,,,https://www.frenchavenue.fr/wp-content/uploads/2023/12/1000029902-jpg.webp,,,,,,,,,0,3000000018132.0,
1814,simple,2044950410982.0,,Safwaan L’autre musk – Lattafa,1,0,visible,"<h1><span style=""font-size: 75%;""><strong>Safwaan L’autre Musk – Lattafa | L’essence mystérieuse du musc revisité</strong></span></h1>\n<em>Un parfum musqué, raffiné et enveloppant qui révèle une élégance intemporelle.</em>\n\nSafwaan L’autre Musk – Lattafa est un parfum musqué intense aux notes sensuelles et boisées. Découvrez cette fragrance élégante et captivante sur FrenchAvenue.fr.","<h1><span style=""font-size: 75%;""><strong>Safwaan L’autre Musk – Lattafa | L’essence mystérieuse du musc revisité</strong></span></h1>\n<em>Un parfum musqué, raffiné et enveloppant qui révèle une élégance intemporelle.</em>\n\nSafwaan L’autre Musk – Lattafa est un parfum musqué intense aux notes sensuelles et boisées. Découvrez cette fragrance élégante et captivante sur FrenchAvenue.fr.\n\n<hr />\n\n<h2><strong>Safwaan L’autre Musk – L’élégance secrète d’un musc moderne</strong></h2>\n<strong>Safwaan L’autre Musk – Lattafa</strong> offre une nouvelle interprétation du musc, à la fois sensuelle et sophistiquée.\nCe parfum mixte enveloppe la peau d’une douceur mystérieuse, où la chaleur du musc se mêle à des accents boisés et légèrement floraux.\nIl incarne la subtilité et la puissance, parfait pour celles et ceux qui recherchent une signature olfactive discrète mais marquante.\n\n<hr />\n\n<h2><strong>Une composition olfactive délicate et profonde</strong></h2>\n<h3><strong>Notes de tête</strong></h3>\nBergamote, lavande\nUne ouverture fraîche et lumineuse qui invite à la douceur et à la légèreté.\n<h3><strong>Notes de cœur</strong></h3>\nMusc blanc, jasmin\nLe cœur révèle la richesse du musc blanc, adouci par la finesse du jasmin, pour une harmonie parfaite.\n<h3><strong>Notes de fond</strong></h3>\nBois de cèdre, ambre gris\nLe fond boisé et ambré confère une tenue durable et une profondeur chaleureuse au parfum.\n\n<hr />\n\n<h2><strong>Pourquoi choisir Safwaan L’autre Musk – Lattafa ?</strong></h2>\n<ul>\n 	<li>Parfum mixte musqué, élégant et enveloppant</li>\n 	<li>Idéal pour un usage quotidien ou des moments intimes</li>\n 	<li>Parfum doux, sophistiqué et durable</li>\n 	<li>Flacon sobre et élégant, reflet de la fragrance</li>\n</ul>\n\n<hr />\n\n<h2><strong>Safwaan L’autre Musk – Une signature discrète et raffinée</strong></h2>\n<strong>Safwaan L’autre Musk</strong> s’adresse à ceux qui préfèrent une fragrance discrète mais persistante, une empreinte olfactive qui charme sans en faire trop.\nIl sublime la peau tout en respectant la personnalité de chacun, avec un équilibre parfait entre fraîcheur, douceur et profondeur.\n\n<hr />\n\n<h2><strong>Commandez Safwaan L’autre Musk sur FrenchAvenue.fr</strong></h2>\nRetrouvez dès maintenant <strong>Safwaan L’autre Musk – Lattafa</strong> sur <em>FrenchAvenue.fr</em> pour une expérience parfumée unique.\nLivraison rapide et service client attentif pour un achat en toute confiance.",,,none,taux-zero,1,2.0,,notify,0,750.0,,,,1,,,35,"PARFUMS FEMME, PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS HOMME, PARFUMS LATTAFA > PARFUMS HOMME LATTAFA, PARFUMS LATTAFA, PARFUMS MIXTE, PARFUMS LATTAFA > PARFUMS MIXTE LATTAFA",,,https://www.frenchavenue.fr/wp-content/uploads/2023/12/1000029898-1-jpg.webp,,,,,,,,,0,3000000018149.0,
1815,simple,2036576457694.0,,Badee Parfum Lattafa,1,0,visible,"<h1><span style=""font-size: 75%;""><strong>Badee – Parfum Lattafa | L’élégance orientale réinventée</strong></span></h1>\n<em>Un parfum sensuel et captivant qui révèle la richesse des essences orientales.</em>\n\nBadee – Parfum Lattafa est une fragrance orientale aux notes florales, boisées et ambrées. Découvrez ce parfum intense et raffiné sur FrenchAvenue.fr.","<h1><span style=""font-size: 75%;""><strong>Badee – Parfum Lattafa | L’élégance orientale réinventée</strong></span></h1>\n<em>Un parfum sensuel et captivant qui révèle la richesse des essences orientales.</em>\n\nBadee – Parfum Lattafa est une fragrance orientale aux notes florales, boisées et ambrées. Découvrez ce parfum intense et raffiné sur FrenchAvenue.fr.\n\n<hr />\n\n<h2><strong>Badee – Une invitation à un voyage olfactif au cœur de l’Orient</strong></h2>\n<strong>Badee – Parfum Lattafa</strong> incarne la beauté profonde et mystérieuse de l’Orient, mêlant douceur et intensité.\nCette fragrance unisexe évoque des paysages aux senteurs exotiques, où les notes florales se marient aux accents chauds des bois précieux.\nUn parfum enveloppant et raffiné, parfait pour ceux qui souhaitent laisser une empreinte élégante et durable.\n\n<hr />\n\n<h2><strong>Une composition olfactive riche et harmonieuse</strong></h2>\n<h3><strong>Notes de tête</strong></h3>\nFleur d’oranger, bergamote\nUne ouverture fraîche et lumineuse qui capte l’attention avec subtilité.\n<h3><strong>Notes de cœur</strong></h3>\nRose, jasmin, oud\nLe cœur floral et boisé dévoile la richesse du oud, adoucie par un bouquet floral intense.\n<h3><strong>Notes de fond</strong></h3>\nAmbre, musc, bois de santal\nLe fond chaud et sensuel offre une profondeur enveloppante et une longue tenue.\n\n<hr />\n\n<h2><strong>Pourquoi choisir Badee – Parfum Lattafa ?</strong></h2>\n<ul>\n 	<li>Parfum oriental mixte, sensuel et sophistiqué</li>\n 	<li>Parfait pour les soirées et occasions spéciales</li>\n 	<li>Tenue longue durée et sillage captivant</li>\n 	<li>Flacon élégant reflétant la noblesse de la fragrance</li>\n</ul>\n\n<hr />\n\n<h2><strong>Badee – L’essence d’une élégance intemporelle</strong></h2>\n<strong>Badee</strong> est bien plus qu’un parfum : c’est une signature olfactive qui évoque le raffinement et la passion.\nIl accompagne avec grâce chaque moment important, révélant une personnalité riche et affirmée.\nUne fragrance qui parle à ceux qui aiment l’art du parfum dans sa dimension la plus noble.\n\n<hr />\n\n<h2><strong>Commandez Badee – Parfum Lattafa sur FrenchAvenue.fr</strong></h2>\nDécouvrez dès aujourd’hui <strong>Badee – Parfum Lattafa</strong> sur <em>FrenchAvenue.fr</em>, votre adresse pour les parfums d’exception.\nProfitez d’une livraison rapide et d’un service client dédié pour une expérience d’achat parfaite.",,,none,taux-zero,1,3.0,,notify,0,750.0,,,,1,,,35,"PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS LATTAFA > PARFUMS HOMME LATTAFA, PARFUMS LATTAFA, PARFUMS LATTAFA > PARFUMS MIXTE LATTAFA",,,https://www.frenchavenue.fr/wp-content/uploads/2023/12/1000030330-jpg.webp,,,,,,,,,0,3000000018156.0,
1816,simple,2037639410748.0,,Oud mood Maison lattafa  AL Zaafran,1,0,visible,"<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;""><strong style=""font-weight: 600; line-height: inherit;"">Quantité</strong> <strong style=""font-weight: 600; line-height: inherit;"">:</strong> 100 ml d’eau parfumée 3.4 FL. OZ.</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Notes de tête : noix de muscade, cannelle, safran</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Notes de cœur : bois de santal, oud, notes de cuir</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Notes de fond : ambre gris, vanille</p>","<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;""><strong style=""font-weight: 600; line-height: inherit;"">Lattafa Parfum Oud Mood Elixir Eau de Parfum 100ml</strong></p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;""><strong style=""font-weight: 600; line-height: inherit;"">OUD</strong> <strong style=""font-weight: 600; line-height: inherit;"">MOOD Elixir</strong> oriental <strong style=""font-weight: 600; line-height: inherit;"">arabe unisexe</strong> parfum créé en 2019 <strong style=""font-weight: 600; line-height: inherit;"">LATTAFA</strong>, l’une des entreprises les plus respectées produisant des parfums et des cosmétiques aux <strong style=""font-weight: 600; line-height: inherit;"">Émirats arabes unis</strong>. LATTAFA est également propriétaire des marques <strong style=""font-weight: 600; line-height: inherit;"">VURV, RAVE, ASDAAF, AL RAHEEB</strong>.</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Un parfum absolument obligatoire pour les amateurs de parfums boisés et audacieux.</p>",,,none,taux-zero,1,,,0,0,750.0,,,,1,,,35,"PARFUMS FEMME, PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS HOMME, PARFUMS LATTAFA > PARFUMS HOMME LATTAFA, PARFUMS LATTAFA, PARFUMS MIXTE, PARFUMS LATTAFA > PARFUMS MIXTE LATTAFA",,,https://www.frenchavenue.fr/wp-content/uploads/2023/12/28-removebg-preview.png,,,,,,,,,0,3000000018163.0,
1817,simple,2030076311180.0,,Velvet Oud – Lattafa Parfum,1,0,visible,"<ul>\n 	<li>Notes de Tête : Encens\nNotes de Cœur : Musc\nNotes de Fond : Oud, Ambre</li>\n</ul>","<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Velvet Oud – Lattafa Parfum</p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Description du produit : Parfum féminin aux notes fleuries, musc, notes boisées, vanille, notes poudrées.</p>",,,none,taux-zero,1,3.0,,notify,0,750.0,,,,1,,,35,"PARFUMS FEMME, PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS HOMME, PARFUMS LATTAFA > PARFUMS HOMME LATTAFA, PARFUMS LATTAFA, PARFUMS MIXTE, PARFUMS LATTAFA > PARFUMS MIXTE LATTAFA",,,https://www.frenchavenue.fr/wp-content/uploads/2023/12/1000029886-1-jpg.webp,,,,,,,,,0,3000000018170.0,
1818,simple,2016303662508.0,,I am white Ana Abiyedh 60ml – Lattafa,1,0,visible,"<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Notes de tête : Jasmin, Rose, Fleur d’oranger\nNotes de coeur : Mosc\nNotes de fond : Coumar / Fève de tonka, Vanille, Cèdre, Vétiver, Patchouli</p>","<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;""><strong style=""font-weight: 600; line-height: inherit;"">Lattafa Parfum Ana Abiyedh Poudree Eau de Parfum 60ml</strong></p>\n<p style=""margin: 0px0px10px; padding: 0px; font-size: 14px; line-height: 1.5em;"">Description du produit : Parfum féminin aux notes fleuries, musc, notes boisées, vanille, notes poudrées.</p>",,,none,taux-zero,1,2.0,,notify,0,750.0,,,,1,,,35,"PARFUMS FEMME, PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS LATTAFA",,,"https://www.frenchavenue.fr/wp-content/uploads/2023/12/1000030415-jpg.webp, https://www.frenchavenue.fr/wp-content/uploads/2023/12/1000029880-jpg.webp",,,,,,,,,0,3000000018187.0,
1819,simple,2012146765642.0,,Eau de parfum Safwaan ( 100ml –L’autre oud) Lattafa,1,0,visible,"<p style=""margin: 0px0px20px; padding: 0px; border: 0px; font-style: normal; font-weight: 400; line-height: inherit; font-family: Hind,Arial,Helvetica,sans-serif; font-size: 14px; vertical-align: baseline; letter-spacing: normal; text-transform: none; text-align: left;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; line-height: inherit; font-family: inherit; font-size: 14px; vertical-align: baseline;"">Notes olfactives :</strong></p>\n<p style=""margin: 0px0px20px; padding: 0px; border: 0px; font-style: normal; font-weight: 400; line-height: inherit; font-family: Hind,Arial,Helvetica,sans-serif; font-size: 14px; vertical-align: baseline; letter-spacing: normal; text-transform: none; text-align: left;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; line-height: inherit; font-family: inherit; font-size: 14px; vertical-align: baseline;"">Notes de Tête</strong> : Safran, Oliban, Rose</p>\n<strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; line-height: inherit; font-family: inherit; font-size: 14px; vertical-align: baseline;"">Notes de Cœur</strong> : Ambre, Notes Epicées\n\n<strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; line-height: inherit; font-family: inherit; font-size: 14px; vertical-align: baseline;"">Notes de Fond</strong> : Oud, Notes Boisées","<div class=""markdown markdown-main-panel"" dir=""ltr"" style=""--animation-duration: 600ms; clear: none; columns: auto; cursor: auto; direction: ltr; filter: none; flex: 01auto; float: none; font: 16px/24px;"">Eau de parfum Safwaan ( 100ml –L’autre oud) Lattafa</div>",,,none,taux-zero,1,2.0,,notify,0,750.0,,,,1,,,35,"PARFUMS ALHAMBRA, PARFUMS FEMME, PARFUMS LATTAFA > PARFUMS FEMME LATTAFA, PARFUMS HOMME, PARFUMS LATTAFA > PARFUMS HOMME LATTAFA, PARFUMS LATTAFA, PARFUMS MIXTE, PARFUMS LATTAFA > PARFUMS MIXTE LATTAFA",,,https://www.frenchavenue.fr/wp-content/uploads/2023/12/1-1-jpg.webp,,,,,,,,,0,3000000018194.0,
